"region";"tid";"statistikkvariabel";"Folkemengde 1. januar og endringer i kalenderåret, etter region, tid og statistikkvariabel"
"02 Akershus";"2007";"Utflyttinger";20898
"02 Akershus";"2008";"Folkemengde";518567
"02 Akershus";"2008";"Levendefødte";6266
"02 Akershus";"2008";"Døde";3701
"02 Akershus";"2008";"Innflyttinger";26459
"02 Akershus";"2008";"Utflyttinger";19948
"02 Akershus";"2009";"Folkemengde";527625
"02 Akershus";"2009";"Levendefødte";6378
"02 Akershus";"2009";"Døde";3725
"02 Akershus";"2009";"Innflyttinger";26540
"02 Akershus";"2009";"Utflyttinger";20287
"02 Akershus";"2010";"Folkemengde";536499
"02 Akershus";"2010";"Levendefødte";6443
"02 Akershus";"2010";"Døde";3756
"02 Akershus";"2010";"Innflyttinger";29193
"02 Akershus";"2010";"Utflyttinger";22656
"02 Akershus";"2011";"Folkemengde";545653
"02 Akershus";"2011";"Levendefødte";6243
"02 Akershus";"2011";"Døde";3727
"02 Akershus";"2011";"Innflyttinger";31390
"02 Akershus";"2011";"Utflyttinger";23221
"02 Akershus";"2012";"Folkemengde";556254
"02 Akershus";"2012";"Levendefødte";6399
"02 Akershus";"2012";"Døde";3952
"02 Akershus";"2012";"Innflyttinger";31651
"02 Akershus";"2012";"Utflyttinger";23924
"02 Akershus";"2013";"Folkemengde";566399
"02 Akershus";"2013";"Levendefødte";6198
"02 Akershus";"2013";"Døde";3808
"02 Akershus";"2013";"Innflyttinger";31562
"02 Akershus";"2013";"Utflyttinger";24632
"02 Akershus";"2014";"Folkemengde";575757
"02 Akershus";"2014";"Levendefødte";6275
"02 Akershus";"2014";"Døde";3818
"02 Akershus";"2014";"Innflyttinger";30880
"02 Akershus";"2014";"Utflyttinger";24164
"02 Akershus";"2015";"Folkemengde";584899
"02 Akershus";"2015";"Levendefødte";0
"02 Akershus";"2015";"Døde";0
"02 Akershus";"2015";"Innflyttinger";0
"02 Akershus";"2015";"Utflyttinger";0
"03 Oslo";"1951";"Folkemengde";434365
"03 Oslo";"1951";"Levendefødte";5713
"03 Oslo";"1951";"Døde";3794
"03 Oslo";"1951";"Innflyttinger";14769
"03 Oslo";"1951";"Utflyttinger";13869
"03 Oslo";"1952";"Folkemengde";437184
"03 Oslo";"1952";"Levendefødte";5652
"03 Oslo";"1952";"Døde";4010
"03 Oslo";"1952";"Innflyttinger";14268
"03 Oslo";"1952";"Utflyttinger";12420
"03 Oslo";"1953";"Folkemengde";440674
"03 Oslo";"1953";"Levendefødte";5847
"03 Oslo";"1953";"Døde";3996
"03 Oslo";"1953";"Innflyttinger";16070
"03 Oslo";"1953";"Utflyttinger";14554
"03 Oslo";"1954";"Folkemengde";444041
"03 Oslo";"1954";"Levendefødte";5878
"03 Oslo";"1954";"Døde";3932
"03 Oslo";"1954";"Innflyttinger";15220
"03 Oslo";"1954";"Utflyttinger";14143
"03 Oslo";"1955";"Folkemengde";447064
"03 Oslo";"1955";"Levendefødte";5910
"03 Oslo";"1955";"Døde";4132
"03 Oslo";"1955";"Innflyttinger";15620
"03 Oslo";"1955";"Utflyttinger";14670
"03 Oslo";"1956";"Folkemengde";451247
"03 Oslo";"1956";"Levendefødte";6102
"03 Oslo";"1956";"Døde";4414
"03 Oslo";"1956";"Innflyttinger";16858
"03 Oslo";"1956";"Utflyttinger";14680
"03 Oslo";"1957";"Folkemengde";455113
"03 Oslo";"1957";"Levendefødte";6188
"03 Oslo";"1957";"Døde";4434
"03 Oslo";"1957";"Innflyttinger";21184
"03 Oslo";"1957";"Utflyttinger";16460
"03 Oslo";"1958";"Folkemengde";461591
"03 Oslo";"1958";"Levendefødte";6470
"03 Oslo";"1958";"Døde";4600
"03 Oslo";"1958";"Innflyttinger";18016
"03 Oslo";"1958";"Utflyttinger";15766
"03 Oslo";"1959";"Folkemengde";465711
"03 Oslo";"1959";"Levendefødte";6403
"03 Oslo";"1959";"Døde";4710
"03 Oslo";"1959";"Innflyttinger";19988
"03 Oslo";"1959";"Utflyttinger";15881
"03 Oslo";"1960";"Folkemengde";471511
"03 Oslo";"1960";"Levendefødte";6543
"03 Oslo";"1960";"Døde";4881
"03 Oslo";"1960";"Innflyttinger";22243
"03 Oslo";"1960";"Utflyttinger";21353
"03 Oslo";"1961";"Folkemengde";475663
"03 Oslo";"1961";"Levendefødte";6574
"03 Oslo";"1961";"Døde";5020
"03 Oslo";"1961";"Innflyttinger";19282
"03 Oslo";"1961";"Utflyttinger";16038
"03 Oslo";"1962";"Folkemengde";480461
"03 Oslo";"1962";"Levendefødte";6521
"03 Oslo";"1962";"Døde";5237
"03 Oslo";"1962";"Innflyttinger";21562
"03 Oslo";"1962";"Utflyttinger";20983
"03 Oslo";"1963";"Folkemengde";482324
"03 Oslo";"1963";"Levendefødte";6442
"03 Oslo";"1963";"Døde";5691
"03 Oslo";"1963";"Innflyttinger";20628
"03 Oslo";"1963";"Utflyttinger";18992
"03 Oslo";"1964";"Folkemengde";484711
"03 Oslo";"1964";"Levendefødte";6830
"03 Oslo";"1964";"Døde";5309
"03 Oslo";"1964";"Innflyttinger";19564
"03 Oslo";"1964";"Utflyttinger";22247
"03 Oslo";"1965";"Folkemengde";483549
"03 Oslo";"1965";"Levendefødte";6968
"03 Oslo";"1965";"Døde";5260
"03 Oslo";"1965";"Innflyttinger";21093
"03 Oslo";"1965";"Utflyttinger";22593
"03 Oslo";"1966";"Folkemengde";483757
"03 Oslo";"1966";"Levendefødte";6899
"03 Oslo";"1966";"Døde";5448
"03 Oslo";"1966";"Innflyttinger";20309
"03 Oslo";"1966";"Utflyttinger";22805
"03 Oslo";"1967";"Folkemengde";487524
"03 Oslo";"1967";"Levendefødte";6663
"03 Oslo";"1967";"Døde";5514
"03 Oslo";"1967";"Innflyttinger";22993
"03 Oslo";"1967";"Utflyttinger";23435
"03 Oslo";"1968";"Folkemengde";488231
"03 Oslo";"1968";"Levendefødte";7112
"03 Oslo";"1968";"Døde";5723
"03 Oslo";"1968";"Innflyttinger";23440
"03 Oslo";"1968";"Utflyttinger";25048
"03 Oslo";"1969";"Folkemengde";488329
"03 Oslo";"1969";"Levendefødte";7050
"03 Oslo";"1969";"Døde";5869
"03 Oslo";"1969";"Innflyttinger";23996
"03 Oslo";"1969";"Utflyttinger";26359
"03 Oslo";"1970";"Folkemengde";487363
"03 Oslo";"1970";"Levendefødte";6628
"03 Oslo";"1970";"Døde";5909
"03 Oslo";"1970";"Innflyttinger";26534
"03 Oslo";"1970";"Utflyttinger";32825
"03 Oslo";"1971";"Folkemengde";481548
"03 Oslo";"1971";"Levendefødte";6598
"03 Oslo";"1971";"Døde";5822
"03 Oslo";"1971";"Innflyttinger";22723
"03 Oslo";"1971";"Utflyttinger";26970
"03 Oslo";"1972";"Folkemengde";475563
"03 Oslo";"1972";"Levendefødte";6480
"03 Oslo";"1972";"Døde";5704
"03 Oslo";"1972";"Innflyttinger";24137
"03 Oslo";"1972";"Utflyttinger";27903
"03 Oslo";"1973";"Folkemengde";472609
"03 Oslo";"1973";"Levendefødte";5962
"03 Oslo";"1973";"Døde";5939
"03 Oslo";"1973";"Innflyttinger";23353
"03 Oslo";"1973";"Utflyttinger";27617
"03 Oslo";"1974";"Folkemengde";468514
"03 Oslo";"1974";"Levendefødte";6028
"03 Oslo";"1974";"Døde";5881
"03 Oslo";"1974";"Innflyttinger";23571
"03 Oslo";"1974";"Utflyttinger";26881
"03 Oslo";"1975";"Folkemengde";465337
"03 Oslo";"1975";"Levendefødte";5590
"03 Oslo";"1975";"Døde";5929
"03 Oslo";"1975";"Innflyttinger";23722
"03 Oslo";"1975";"Utflyttinger";25632
"03 Oslo";"1976";"Folkemengde";463022
"03 Oslo";"1976";"Levendefødte";5463
"03 Oslo";"1976";"Døde";5984
"03 Oslo";"1976";"Innflyttinger";23283
"03 Oslo";"1976";"Utflyttinger";23342
"03 Oslo";"1977";"Folkemengde";462497
"03 Oslo";"1977";"Levendefødte";5231
"03 Oslo";"1977";"Døde";6006
"03 Oslo";"1977";"Innflyttinger";22411
"03 Oslo";"1977";"Utflyttinger";23855
"03 Oslo";"1978";"Folkemengde";460377
"03 Oslo";"1978";"Levendefødte";5401
"03 Oslo";"1978";"Døde";6203
"03 Oslo";"1978";"Innflyttinger";21747
"03 Oslo";"1978";"Utflyttinger";23931
"03 Oslo";"1979";"Folkemengde";457446
"03 Oslo";"1979";"Levendefødte";5327
"03 Oslo";"1979";"Døde";6225
"03 Oslo";"1979";"Innflyttinger";21659
"03 Oslo";"1979";"Utflyttinger";23740
"03 Oslo";"1980";"Folkemengde";454872
"03 Oslo";"1980";"Levendefødte";5336
"03 Oslo";"1980";"Døde";6211
"03 Oslo";"1980";"Innflyttinger";22795
"03 Oslo";"1980";"Utflyttinger";24847
"03 Oslo";"1981";"Folkemengde";452023
"03 Oslo";"1981";"Levendefødte";5072
"03 Oslo";"1981";"Døde";6249
"03 Oslo";"1981";"Innflyttinger";22860
"03 Oslo";"1981";"Utflyttinger";23858
"03 Oslo";"1982";"Folkemengde";450386
"03 Oslo";"1982";"Levendefødte";5237
"03 Oslo";"1982";"Døde";5934
"03 Oslo";"1982";"Innflyttinger";22746
"03 Oslo";"1982";"Utflyttinger";23700
"03 Oslo";"1983";"Folkemengde";448775
"03 Oslo";"1983";"Levendefødte";5056
"03 Oslo";"1983";"Døde";6183
"03 Oslo";"1983";"Innflyttinger";23966
"03 Oslo";"1983";"Utflyttinger";24425
"03 Oslo";"1984";"Folkemengde";447257
"03 Oslo";"1984";"Levendefødte";5234
"03 Oslo";"1984";"Døde";6227
"03 Oslo";"1984";"Innflyttinger";24114
"03 Oslo";"1984";"Utflyttinger";23113
"03 Oslo";"1985";"Folkemengde";447351
"03 Oslo";"1985";"Levendefødte";5610
"03 Oslo";"1985";"Døde";6462
"03 Oslo";"1985";"Innflyttinger";25437
"03 Oslo";"1985";"Utflyttinger";22738
"03 Oslo";"1986";"Folkemengde";449395
"03 Oslo";"1986";"Levendefødte";5965
"03 Oslo";"1986";"Døde";6259
"03 Oslo";"1986";"Innflyttinger";25682
"03 Oslo";"1986";"Utflyttinger";23254
"03 Oslo";"1987";"Folkemengde";451345
"03 Oslo";"1987";"Levendefødte";6178
"03 Oslo";"1987";"Døde";6577
"03 Oslo";"1987";"Innflyttinger";27331
"03 Oslo";"1987";"Utflyttinger";24846
"03 Oslo";"1988";"Folkemengde";453730
"03 Oslo";"1988";"Levendefødte";6639
"03 Oslo";"1988";"Døde";6502
"03 Oslo";"1988";"Innflyttinger";27520
"03 Oslo";"1988";"Utflyttinger";25729
"03 Oslo";"1989";"Folkemengde";456124
"03 Oslo";"1989";"Levendefødte";7005
"03 Oslo";"1989";"Døde";6246
"03 Oslo";"1989";"Innflyttinger";25543
"03 Oslo";"1989";"Utflyttinger";24294
"03 Oslo";"1990";"Folkemengde";458364
"03 Oslo";"1990";"Levendefødte";7308
"03 Oslo";"1990";"Døde";6291
"03 Oslo";"1990";"Innflyttinger";24168
"03 Oslo";"1990";"Utflyttinger";21884
"03 Oslo";"1991";"Folkemengde";461644
"03 Oslo";"1991";"Levendefødte";7229
"03 Oslo";"1991";"Døde";6182
"03 Oslo";"1991";"Innflyttinger";24991
"03 Oslo";"1991";"Utflyttinger";20128
"03 Oslo";"1992";"Folkemengde";467441
"03 Oslo";"1992";"Levendefødte";7335
"03 Oslo";"1992";"Døde";5990
"03 Oslo";"1992";"Innflyttinger";24679
"03 Oslo";"1992";"Utflyttinger";20039
"03 Oslo";"1993";"Folkemengde";473454
"03 Oslo";"1993";"Levendefødte";7366
"03 Oslo";"1993";"Døde";6319
"03 Oslo";"1993";"Innflyttinger";25851
"03 Oslo";"1993";"Utflyttinger";22411
"03 Oslo";"1994";"Folkemengde";477781
"03 Oslo";"1994";"Levendefødte";7542
"03 Oslo";"1994";"Døde";5757
"03 Oslo";"1994";"Innflyttinger";26693
"03 Oslo";"1994";"Utflyttinger";22946
"03 Oslo";"1995";"Folkemengde";483401
"03 Oslo";"1995";"Levendefødte";7688
"03 Oslo";"1995";"Døde";5979
"03 Oslo";"1995";"Innflyttinger";28279
"03 Oslo";"1995";"Utflyttinger";24736
"03 Oslo";"1996";"Folkemengde";488659
"03 Oslo";"1996";"Levendefødte";7751
"03 Oslo";"1996";"Døde";5685
"03 Oslo";"1996";"Innflyttinger";29614
"03 Oslo";"1996";"Utflyttinger";25393
"03 Oslo";"1997";"Folkemengde";494793
"03 Oslo";"1997";"Levendefødte";7793
"03 Oslo";"1997";"Døde";5480
"03 Oslo";"1997";"Innflyttinger";30612
"03 Oslo";"1997";"Utflyttinger";27111
"03 Oslo";"1998";"Folkemengde";499693
"03 Oslo";"1998";"Levendefødte";7717
"03 Oslo";"1998";"Døde";5425
"03 Oslo";"1998";"Innflyttinger";31443
"03 Oslo";"1998";"Utflyttinger";30535
"03 Oslo";"1999";"Folkemengde";502867
"03 Oslo";"1999";"Levendefødte";7822
"03 Oslo";"1999";"Døde";5591
"03 Oslo";"1999";"Innflyttinger";32160
"03 Oslo";"1999";"Utflyttinger";29820
"03 Oslo";"2000";"Folkemengde";507467
"03 Oslo";"2000";"Levendefødte";7864
"03 Oslo";"2000";"Døde";5270
"03 Oslo";"2000";"Innflyttinger";31585
"03 Oslo";"2000";"Utflyttinger";32941
"03 Oslo";"2001";"Folkemengde";508726
"03 Oslo";"2001";"Levendefødte";7734
"03 Oslo";"2001";"Døde";5348
"03 Oslo";"2001";"Innflyttinger";33140
"03 Oslo";"2001";"Utflyttinger";31652
"03 Oslo";"2002";"Folkemengde";512589
"03 Oslo";"2002";"Levendefødte";7811
"03 Oslo";"2002";"Døde";5270
"03 Oslo";"2002";"Innflyttinger";32055
"03 Oslo";"2002";"Utflyttinger";29865
"03 Oslo";"2003";"Folkemengde";517401
"03 Oslo";"2003";"Levendefødte";8258
"03 Oslo";"2003";"Døde";4994
"03 Oslo";"2003";"Innflyttinger";30782
"03 Oslo";"2003";"Utflyttinger";29568
"03 Oslo";"2004";"Folkemengde";521886
"03 Oslo";"2004";"Levendefødte";8663
"03 Oslo";"2004";"Døde";4854
"03 Oslo";"2004";"Innflyttinger";32674
"03 Oslo";"2004";"Utflyttinger";28845
"03 Oslo";"2005";"Folkemengde";529846
"03 Oslo";"2005";"Levendefødte";8969
"03 Oslo";"2005";"Døde";4724
"03 Oslo";"2005";"Innflyttinger";33359
"03 Oslo";"2005";"Utflyttinger";29004
"03 Oslo";"2006";"Folkemengde";538411
"03 Oslo";"2006";"Levendefødte";9410
"03 Oslo";"2006";"Døde";4674
"03 Oslo";"2006";"Innflyttinger";36675
"03 Oslo";"2006";"Utflyttinger";30830
"03 Oslo";"2007";"Folkemengde";548617
"03 Oslo";"2007";"Levendefødte";9444
"03 Oslo";"2007";"Døde";4565
"03 Oslo";"2007";"Innflyttinger";39963
"03 Oslo";"2007";"Utflyttinger";32922
"03 Oslo";"2008";"Folkemengde";560484
"03 Oslo";"2008";"Levendefødte";9948
"03 Oslo";"2008";"Døde";4553
"03 Oslo";"2008";"Innflyttinger";40764
"03 Oslo";"2008";"Utflyttinger";31032
"03 Oslo";"2009";"Folkemengde";575475
"03 Oslo";"2009";"Levendefødte";10254
"03 Oslo";"2009";"Døde";4383
"03 Oslo";"2009";"Innflyttinger";38784
"03 Oslo";"2009";"Utflyttinger";33197
"03 Oslo";"2010";"Folkemengde";586860
"03 Oslo";"2010";"Levendefødte";10267
"03 Oslo";"2010";"Døde";4308
"03 Oslo";"2010";"Innflyttinger";43241
"03 Oslo";"2010";"Utflyttinger";36706
"03 Oslo";"2011";"Folkemengde";599230
"03 Oslo";"2011";"Levendefødte";10168
"03 Oslo";"2011";"Døde";4350
"03 Oslo";"2011";"Innflyttinger";46958
"03 Oslo";"2011";"Utflyttinger";38633
"03 Oslo";"2012";"Folkemengde";613285
"03 Oslo";"2012";"Levendefødte";10133
"03 Oslo";"2012";"Døde";4362
"03 Oslo";"2012";"Innflyttinger";45372
"03 Oslo";"2012";"Utflyttinger";40292
"03 Oslo";"2013";"Folkemengde";623966
"03 Oslo";"2013";"Levendefødte";9874
"03 Oslo";"2013";"Døde";4153
"03 Oslo";"2013";"Innflyttinger";45640
"03 Oslo";"2013";"Utflyttinger";40736
"03 Oslo";"2014";"Folkemengde";634463
"03 Oslo";"2014";"Levendefødte";10154
"03 Oslo";"2014";"Døde";3956
"03 Oslo";"2014";"Innflyttinger";45363
"03 Oslo";"2014";"Utflyttinger";38174
"03 Oslo";"2015";"Folkemengde";647676
"03 Oslo";"2015";"Levendefødte";0
"03 Oslo";"2015";"Døde";0
"03 Oslo";"2015";"Innflyttinger";0
"03 Oslo";"2015";"Utflyttinger";0
"04 Hedmark";"1951";"Folkemengde";173167
"04 Hedmark";"1951";"Levendefødte";2973
"04 Hedmark";"1951";"Døde";1421
"04 Hedmark";"1951";"Innflyttinger";8309
"04 Hedmark";"1951";"Utflyttinger";9409
"04 Hedmark";"1952";"Folkemengde";173619
"04 Hedmark";"1952";"Levendefødte";3200
"04 Hedmark";"1952";"Døde";1417
"04 Hedmark";"1952";"Innflyttinger";7764
"04 Hedmark";"1952";"Utflyttinger";8770
"04 Hedmark";"1953";"Folkemengde";174396
"04 Hedmark";"1953";"Levendefødte";3140
"04 Hedmark";"1953";"Døde";1470
"04 Hedmark";"1953";"Innflyttinger";7942
"04 Hedmark";"1953";"Utflyttinger";8883
"04 Hedmark";"1954";"Folkemengde";175125
"04 Hedmark";"1954";"Levendefødte";2976
"04 Hedmark";"1954";"Døde";1452
"04 Hedmark";"1954";"Innflyttinger";7996
"04 Hedmark";"1954";"Utflyttinger";8997
"04 Hedmark";"1955";"Folkemengde";175648
"04 Hedmark";"1955";"Levendefødte";3049
"04 Hedmark";"1955";"Døde";1512
"04 Hedmark";"1955";"Innflyttinger";7940
"04 Hedmark";"1955";"Utflyttinger";9079
"04 Hedmark";"1956";"Folkemengde";176434
"04 Hedmark";"1956";"Levendefødte";3069
"04 Hedmark";"1956";"Døde";1511
"04 Hedmark";"1956";"Innflyttinger";8616
"04 Hedmark";"1956";"Utflyttinger";9529
"04 Hedmark";"1957";"Folkemengde";177079
"04 Hedmark";"1957";"Levendefødte";2953
"04 Hedmark";"1957";"Døde";1569
"04 Hedmark";"1957";"Innflyttinger";3936
"04 Hedmark";"1957";"Utflyttinger";5165
"04 Hedmark";"1958";"Folkemengde";177234
"04 Hedmark";"1958";"Levendefødte";2821
"04 Hedmark";"1958";"Døde";1587
"04 Hedmark";"1958";"Innflyttinger";3808
"04 Hedmark";"1958";"Utflyttinger";4614
"04 Hedmark";"1959";"Folkemengde";177662
"04 Hedmark";"1959";"Levendefødte";2825
"04 Hedmark";"1959";"Døde";1616
"04 Hedmark";"1959";"Innflyttinger";4041
"04 Hedmark";"1959";"Utflyttinger";5004
"04 Hedmark";"1960";"Folkemengde";177908
"04 Hedmark";"1960";"Levendefødte";2688
"04 Hedmark";"1960";"Døde";1681
"04 Hedmark";"1960";"Innflyttinger";4216
"04 Hedmark";"1960";"Utflyttinger";5580
"04 Hedmark";"1961";"Folkemengde";177324
"04 Hedmark";"1961";"Levendefødte";2742
"04 Hedmark";"1961";"Døde";1733
"04 Hedmark";"1961";"Innflyttinger";3867
"04 Hedmark";"1961";"Utflyttinger";4828
"04 Hedmark";"1962";"Folkemengde";177372
"04 Hedmark";"1962";"Levendefødte";2756
"04 Hedmark";"1962";"Døde";1685
"04 Hedmark";"1962";"Innflyttinger";4358
"04 Hedmark";"1962";"Utflyttinger";5059
"04 Hedmark";"1963";"Folkemengde";177742
"04 Hedmark";"1963";"Levendefødte";2635
"04 Hedmark";"1963";"Døde";1915
"04 Hedmark";"1963";"Innflyttinger";4400
"04 Hedmark";"1963";"Utflyttinger";5400
"04 Hedmark";"1964";"Folkemengde";177462
"04 Hedmark";"1964";"Levendefødte";2730
"04 Hedmark";"1964";"Døde";1739
"04 Hedmark";"1964";"Innflyttinger";4033
"04 Hedmark";"1964";"Utflyttinger";4957
"04 Hedmark";"1965";"Folkemengde";177529
"04 Hedmark";"1965";"Levendefødte";2665
"04 Hedmark";"1965";"Døde";1873
"04 Hedmark";"1965";"Innflyttinger";4428
"04 Hedmark";"1965";"Utflyttinger";4411
"04 Hedmark";"1966";"Folkemengde";176918
"04 Hedmark";"1966";"Levendefødte";2746
"04 Hedmark";"1966";"Døde";1745
"04 Hedmark";"1966";"Innflyttinger";4569
"04 Hedmark";"1966";"Utflyttinger";5135
"04 Hedmark";"1967";"Folkemengde";176836
"04 Hedmark";"1967";"Levendefødte";2602
"04 Hedmark";"1967";"Døde";1830
"04 Hedmark";"1967";"Innflyttinger";4683
"04 Hedmark";"1967";"Utflyttinger";4930
"04 Hedmark";"1968";"Folkemengde";177361
"04 Hedmark";"1968";"Levendefødte";2516
"04 Hedmark";"1968";"Døde";1930
"04 Hedmark";"1968";"Innflyttinger";4988
"04 Hedmark";"1968";"Utflyttinger";5069
"04 Hedmark";"1969";"Folkemengde";177993
"04 Hedmark";"1969";"Levendefødte";2682
"04 Hedmark";"1969";"Døde";2035
"04 Hedmark";"1969";"Innflyttinger";4895
"04 Hedmark";"1969";"Utflyttinger";4991
"04 Hedmark";"1970";"Folkemengde";178557
"04 Hedmark";"1970";"Levendefødte";2404
"04 Hedmark";"1970";"Døde";1856
"04 Hedmark";"1970";"Innflyttinger";6257
"04 Hedmark";"1970";"Utflyttinger";6071
"04 Hedmark";"1971";"Folkemengde";179204
"04 Hedmark";"1971";"Levendefødte";2539
"04 Hedmark";"1971";"Døde";1882
"04 Hedmark";"1971";"Innflyttinger";4980
"04 Hedmark";"1971";"Utflyttinger";4738
"04 Hedmark";"1972";"Folkemengde";179994
"04 Hedmark";"1972";"Levendefødte";2476
"04 Hedmark";"1972";"Døde";2011
"04 Hedmark";"1972";"Innflyttinger";4935
"04 Hedmark";"1972";"Utflyttinger";4647
"04 Hedmark";"1973";"Folkemengde";180801
"04 Hedmark";"1973";"Levendefødte";2266
"04 Hedmark";"1973";"Døde";2055
"04 Hedmark";"1973";"Innflyttinger";5200
"04 Hedmark";"1973";"Utflyttinger";4638
"04 Hedmark";"1974";"Folkemengde";181566
"04 Hedmark";"1974";"Levendefødte";2174
"04 Hedmark";"1974";"Døde";2101
"04 Hedmark";"1974";"Innflyttinger";5259
"04 Hedmark";"1974";"Utflyttinger";4561
"04 Hedmark";"1975";"Folkemengde";182339
"04 Hedmark";"1975";"Levendefødte";2089
"04 Hedmark";"1975";"Døde";2098
"04 Hedmark";"1975";"Innflyttinger";5451
"04 Hedmark";"1975";"Utflyttinger";4307
"04 Hedmark";"1976";"Folkemengde";183410
"04 Hedmark";"1976";"Levendefødte";1987
"04 Hedmark";"1976";"Døde";2158
"04 Hedmark";"1976";"Innflyttinger";5086
"04 Hedmark";"1976";"Utflyttinger";4106
"04 Hedmark";"1977";"Folkemengde";184206
"04 Hedmark";"1977";"Levendefødte";1918
"04 Hedmark";"1977";"Døde";1985
"04 Hedmark";"1977";"Innflyttinger";5368
"04 Hedmark";"1977";"Utflyttinger";4113
"04 Hedmark";"1978";"Folkemengde";185399
"04 Hedmark";"1978";"Levendefødte";1784
"04 Hedmark";"1978";"Døde";2146
"04 Hedmark";"1978";"Innflyttinger";4927
"04 Hedmark";"1978";"Utflyttinger";3888
"04 Hedmark";"1979";"Folkemengde";186089
"04 Hedmark";"1979";"Levendefødte";1911
"04 Hedmark";"1979";"Døde";2110
"04 Hedmark";"1979";"Innflyttinger";4855
"04 Hedmark";"1979";"Utflyttinger";4024
"04 Hedmark";"1980";"Folkemengde";186698
"04 Hedmark";"1980";"Levendefødte";1774
"04 Hedmark";"1980";"Døde";2164
"04 Hedmark";"1980";"Innflyttinger";5033
"04 Hedmark";"1980";"Utflyttinger";4102
"04 Hedmark";"1981";"Folkemengde";187223
"04 Hedmark";"1981";"Levendefødte";1847
"04 Hedmark";"1981";"Døde";2182
"04 Hedmark";"1981";"Innflyttinger";4739
"04 Hedmark";"1981";"Utflyttinger";4078
"04 Hedmark";"1982";"Folkemengde";187541
"04 Hedmark";"1982";"Levendefødte";1903
"04 Hedmark";"1982";"Døde";2125
"04 Hedmark";"1982";"Innflyttinger";4318
"04 Hedmark";"1982";"Utflyttinger";3858
"04 Hedmark";"1983";"Folkemengde";187779
"04 Hedmark";"1983";"Levendefødte";1875
"04 Hedmark";"1983";"Døde";2213
"04 Hedmark";"1983";"Innflyttinger";4029
"04 Hedmark";"1983";"Utflyttinger";3982
"04 Hedmark";"1984";"Folkemengde";187475
"04 Hedmark";"1984";"Levendefødte";1855
"04 Hedmark";"1984";"Døde";2233
"04 Hedmark";"1984";"Innflyttinger";3921
"04 Hedmark";"1984";"Utflyttinger";4033
"04 Hedmark";"1985";"Folkemengde";186996
"04 Hedmark";"1985";"Levendefødte";1827
